,Soil_type,Crop,N,P,K,temperature,humidity,ph,rainfall,label
1027,black,maize,75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,maize
1028,black,maize,78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,maize
1029,black,maize,87,54,20,25.61707368,63.4711755,6.576418207000001,108.8303762,maize
1030,black,maize,87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,maize
1031,black,maize,63,43,19,18.51816776,55.53128131,6.641906353,90.988051,maize
1032,black,maize,84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,maize
1033,black,maize,64,35,23,23.02038334,61.89472002,5.680361037999999,63.03843397,maize
1034,black,maize,60,46,22,24.89364635,65.61418761,6.625404347999999,87.9298085,maize
1035,black,maize,98,44,21,25.77175115,74.089114,6.524478032,107.4931917,maize
1036,black,maize,75,56,18,19.39851734,62.35750641,5.696205468,60.95197486,maize
1037,black,maize,86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,maize
1038,black,maize,98,35,18,23.79746068,74.82913698,6.252797547999999,91.76337172,maize
1039,black,maize,76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,maize
1040,black,maize,99,56,17,24.10859207,73.13112261,6.234330356,71.07562236,maize
1041,black,maize,60,44,23,24.7947077,70.04556743,5.722579819,76.72860067,maize
1042,black,maize,74,48,17,21.63162756,60.27766379,6.430616465,69.21803098,maize
1043,black,maize,89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,maize
1044,black,maize,69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,maize
1045,black,maize,96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,maize
1046,black,maize,61,60,15,24.87502824,68.74248334,6.265564338,91.26056654,maize
1047,black,maize,74,58,18,20.03728219,56.35606753,6.727303282,109.024141,maize
1048,black,maize,74,43,23,25.95263264,61.89082199,6.325235159,99.57981207,maize
1049,black,maize,63,43,17,19.28889933,65.47050802,6.807487794,71.3195307,maize
1050,black,maize,99,36,20,20.57981887,65.34583901,6.671085817000001,78.34604471,maize
1051,black,maize,77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,maize
1052,black,maize,87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,maize
1053,black,maize,60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,maize
1054,black,maize,94,54,17,23.39128187,61.74427165,5.871647806,107.3198135,maize
1055,black,maize,95,38,22,19.84939404,61.24500053,5.730617109,100.7689246,maize
1056,black,maize,84,44,21,21.869274,61.91044947,5.850439831,107.2681929,maize
1057,black,maize,77,58,19,22.8056033,56.50768935,5.791649933,101.5952794,maize
1058,black,maize,66,44,20,19.0781471,69.02298571,6.740000687999999,80.72515943,maize
1059,black,maize,63,35,16,22.02720976,65.35549924,6.272417541,83.73280082,maize
1060,black,maize,79,45,20,23.80546189,59.24537979,5.715208817000001,89.96220140000001,maize
1061,black,maize,72,60,25,18.52510753,69.0276233,5.773454729,88.10234397,maize
1062,black,maize,67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,maize
1063,black,maize,86,36,24,26.54986394,72.89187265,5.787268394,73.33636055,maize
1064,black,maize,76,48,18,19.29563411,69.63481219,5.77597783,83.21030571,maize
1065,black,maize,75,53,18,20.68899915,59.4375337,6.864793607,103.651438,maize
1066,black,maize,81,45,23,19.32666088,68.03449300000001,6.192360002999999,84.22969177,maize
1067,black,maize,73,45,21,24.60532218,73.58868502,6.636803222999999,96.59195302,maize
1068,black,maize,71,35,24,22.27373646,59.52193158,5.826426917,67.96704792,maize
1069,black,maize,96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,maize
1070,black,maize,99,39,18,19.20129357,68.30578978,6.11275104,87.85092352,maize
1071,black,maize,62,48,20,21.70181447,60.47470519,6.708446922,95.71388473,maize
1072,black,maize,86,37,16,20.51716779,59.21235483,5.561510732,67.61013737,maize
1073,black,maize,94,50,19,23.30355338,73.62548442,5.873242491,97.59081274,maize
1074,black,maize,76,39,24,24.2547451,55.64709899,6.995843776,64.23845455,maize
1075,black,maize,77,52,17,24.86374934,65.7420046,5.714799723,75.82270467,maize
1076,black,maize,74,39,23,22.6265115,65.77472881,6.78073637,88.17251033,maize
1077,black,maize,81,49,20,18.04185513,60.61494304,5.513697923,104.2321615,maize
1078,black,maize,63,42,21,23.26237612,72.33125523,5.798423907999999,67.10225139,maize
1079,black,maize,99,38,21,22.88330922,71.59722446,6.352471866,67.72777298,maize
1080,black,maize,90,52,25,25.97482359,69.36385721,6.822586546,103.2234212,maize
1081,black,maize,68,40,19,26.14384005,66.20569924,6.655426355,107.2361366,maize
1082,black,maize,60,57,24,18.66116213,61.55327249,6.1212940410000005,75.03247667,maize
1083,black,maize,71,52,18,25.10787449,55.97732754,5.790770202999999,78.16077693,maize
1084,black,maize,61,59,17,23.33844615,59.24580604,6.47444292,105.0083144,maize
1085,black,maize,88,38,15,25.08239719,65.92195844,6.455116637000001,62.49190812,maize
1086,black,maize,65,60,22,25.36768364,72.52054555,6.6069840860000015,107.9124111,maize
1087,black,maize,78,37,22,25.34217103,63.31801994,6.330554389,74.52082026,maize
1088,black,maize,78,58,15,25.00933355,67.816568,6.5286312660000005,62.91359494,maize
1089,black,maize,92,60,23,18.66746724,71.516474,5.721667141,69.93293255,maize
1090,black,maize,79,59,17,20.37999665,63.73849998,6.644205485,108.5054416,maize
1091,black,maize,91,55,15,18.09300227,72.61024172,6.376651091,78.96159541,maize
1092,black,maize,76,51,18,26.16985907,71.96246617,6.247040422,79.84925393,maize
1093,black,maize,87,48,25,18.65396672,61.37879671,6.656730007999999,93.62039175,maize
1094,black,maize,71,60,22,26.07470121,59.37147589,6.2048017,85.75692395,maize
1095,black,maize,90,57,24,18.92851916,72.80086137,6.158860284,82.34162918,maize
1096,black,maize,67,35,22,23.30546753,63.24648023,6.3856842139999985,108.7603001,maize
1097,black,maize,60,54,19,18.74826712,62.49878458,6.417820493,70.23401597,maize
1098,black,maize,83,58,23,19.74213321,59.66263104,6.381201909,65.50861389,maize
1099,black,maize,83,57,19,25.73044432,70.74739256,6.877869005,98.73771338,maize
1100,red & yellow,maize,71,54,16,22.61359953,63.69070564,5.7499144210000015,87.75953857,maize
1101,red & yellow,maize,61,44,17,26.10018422,71.57476937,6.931756557999999,102.2662445,maize
1102,red & yellow,maize,80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,maize
1103,red & yellow,maize,73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,maize
1104,red & yellow,maize,61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,maize
1105,red & yellow,maize,68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,maize
1106,red & yellow,maize,93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,maize
1107,red & yellow,maize,89,60,19,25.19192419,66.69029010000001,5.913664501,78.06639649,maize
1108,red & yellow,maize,76,44,17,20.41683147,62.55424820000001,5.855442401,65.27798457,maize
1109,red & yellow,maize,67,60,25,24.92162194,66.78627406,5.750254943,109.2162279,maize
1110,red & yellow,maize,70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,maize
1111,red & yellow,maize,90,49,21,24.84016732,68.3584573,6.4725232870000005,74.05474936,maize
1112,red & yellow,maize,62,52,16,22.27526694,58.84015925,6.9670577620000005,63.87020584,maize
1113,red & yellow,maize,92,44,16,18.87751445,65.76816093,6.082973754,94.76189431,maize
1114,red & yellow,maize,66,54,21,25.19008683,60.200168700000006,5.919045532,72.12375573,maize
1115,red & yellow,maize,63,58,22,18.25405352,55.28220433,6.204747652999999,63.72358154,maize
1116,red & yellow,maize,70,47,17,24.612911800000006,70.4162444,6.600827017,104.1626147,maize
1117,red & yellow,maize,61,41,17,25.1420613,65.26185135,6.021902237000001,76.68456006,maize
1118,red & yellow,maize,66,53,19,23.09348056,60.11593810000001,6.033550195,65.49730729,maize
1119,red & yellow,maize,74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,maize
1120,red & yellow,maize,77,57,21,24.9321581,73.80435276,6.550563822999999,79.74078719,maize
1121,red & yellow,maize,99,50,15,18.14710054,71.09445342,5.573286437,88.07753741,maize
1122,red & yellow,maize,74,56,22,18.28362235,66.65952796,6.829199275,80.97573281,maize
1123,red & yellow,maize,83,45,21,18.83344471,58.75082029,5.716222912,79.75328959999999,maize
1124,red & yellow,maize,100,48,16,25.71895816,67.22190688,5.54990242,74.51490791,maize
1125,red & yellow,maize,79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,maize
1126,red & yellow,maize,94,39,18,23.89114571,57.48775781,5.893093135,102.8301942,maize
1127,red & yellow,maize,75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,maize
1128,red & yellow,maize,78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,maize
1129,red & yellow,maize,87,54,20,25.61707368,63.4711755,6.576418207000001,108.8303762,maize
1130,red & yellow,maize,87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,maize
1131,red & yellow,maize,63,43,19,18.51816776,55.53128131,6.641906353,90.988051,maize
1132,red & yellow,maize,84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,maize
1133,red & yellow,maize,64,35,23,23.02038334,61.89472002,5.680361037999999,63.03843397,maize
1134,red & yellow,maize,60,46,22,24.89364635,65.61418761,6.625404347999999,87.9298085,maize
1135,red & yellow,maize,98,44,21,25.77175115,74.089114,6.524478032,107.4931917,maize
1136,red & yellow,maize,75,56,18,19.39851734,62.35750641,5.696205468,60.95197486,maize
1137,red & yellow,maize,86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,maize
1138,red & yellow,maize,98,35,18,23.79746068,74.82913698,6.252797547999999,91.76337172,maize
1139,red & yellow,maize,76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,maize
1140,red & yellow,maize,99,56,17,24.10859207,73.13112261,6.234330356,71.07562236,maize
1141,red & yellow,maize,60,44,23,24.7947077,70.04556743,5.722579819,76.72860067,maize
1142,red & yellow,maize,74,48,17,21.63162756,60.27766379,6.430616465,69.21803098,maize
1143,red & yellow,maize,89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,maize
1144,red & yellow,maize,69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,maize
1145,red & yellow,maize,96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,maize
1146,red & yellow,maize,61,60,15,24.87502824,68.74248334,6.265564338,91.26056654,maize
1147,red & yellow,maize,74,58,18,20.03728219,56.35606753,6.727303282,109.024141,maize
1148,red & yellow,maize,74,43,23,25.95263264,61.89082199,6.325235159,99.57981207,maize
1149,red & yellow,maize,63,43,17,19.28889933,65.47050802,6.807487794,71.3195307,maize
1150,red & yellow,maize,99,36,20,20.57981887,65.34583901,6.671085817000001,78.34604471,maize
1151,red & yellow,maize,77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,maize
1152,red & yellow,maize,87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,maize
1153,red & yellow,maize,60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,maize
1154,red & yellow,maize,94,54,17,23.39128187,61.74427165,5.871647806,107.3198135,maize
1155,red & yellow,maize,95,38,22,19.84939404,61.24500053,5.730617109,100.7689246,maize
1156,red & yellow,maize,84,44,21,21.869274,61.91044947,5.850439831,107.2681929,maize
1157,red & yellow,maize,77,58,19,22.8056033,56.50768935,5.791649933,101.5952794,maize
1158,red & yellow,maize,66,44,20,19.0781471,69.02298571,6.740000687999999,80.72515943,maize
1159,red & yellow,maize,63,35,16,22.02720976,65.35549924,6.272417541,83.73280082,maize
1160,red & yellow,maize,79,45,20,23.80546189,59.24537979,5.715208817000001,89.96220140000001,maize
1161,red & yellow,maize,72,60,25,18.52510753,69.0276233,5.773454729,88.10234397,maize
1162,red & yellow,maize,67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,maize
1163,red & yellow,maize,86,36,24,26.54986394,72.89187265,5.787268394,73.33636055,maize
1164,red & yellow,maize,76,48,18,19.29563411,69.63481219,5.77597783,83.21030571,maize
1165,red & yellow,maize,75,53,18,20.68899915,59.4375337,6.864793607,103.651438,maize
1166,red & yellow,maize,81,45,23,19.32666088,68.03449300000001,6.192360002999999,84.22969177,maize
1167,red & yellow,maize,73,45,21,24.60532218,73.58868502,6.636803222999999,96.59195302,maize
1168,red & yellow,maize,71,35,24,22.27373646,59.52193158,5.826426917,67.96704792,maize
1169,red & yellow,maize,96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,maize
1170,red & yellow,maize,99,39,18,19.20129357,68.30578978,6.11275104,87.85092352,maize
1171,red & yellow,maize,62,48,20,21.70181447,60.47470519,6.708446922,95.71388473,maize
1172,red & yellow,maize,86,37,16,20.51716779,59.21235483,5.561510732,67.61013737,maize
1173,red & yellow,maize,94,50,19,23.30355338,73.62548442,5.873242491,97.59081274,maize
1174,red & yellow,maize,76,39,24,24.2547451,55.64709899,6.995843776,64.23845455,maize
1175,red & yellow,maize,77,52,17,24.86374934,65.7420046,5.714799723,75.82270467,maize
1176,red & yellow,maize,74,39,23,22.6265115,65.77472881,6.78073637,88.17251033,maize
1177,red & yellow,maize,81,49,20,18.04185513,60.61494304,5.513697923,104.2321615,maize
1178,red & yellow,maize,63,42,21,23.26237612,72.33125523,5.798423907999999,67.10225139,maize
1179,red & yellow,maize,99,38,21,22.88330922,71.59722446,6.352471866,67.72777298,maize
1180,red & yellow,maize,90,52,25,25.97482359,69.36385721,6.822586546,103.2234212,maize
1181,red & yellow,maize,68,40,19,26.14384005,66.20569924,6.655426355,107.2361366,maize
1182,red & yellow,maize,60,57,24,18.66116213,61.55327249,6.1212940410000005,75.03247667,maize
1183,red & yellow,maize,71,52,18,25.10787449,55.97732754,5.790770202999999,78.16077693,maize
1184,red & yellow,maize,61,59,17,23.33844615,59.24580604,6.47444292,105.0083144,maize
1185,red & yellow,maize,88,38,15,25.08239719,65.92195844,6.455116637000001,62.49190812,maize
1186,red & yellow,maize,65,60,22,25.36768364,72.52054555,6.6069840860000015,107.9124111,maize
1187,red & yellow,maize,78,37,22,25.34217103,63.31801994,6.330554389,74.52082026,maize
1188,red & yellow,maize,78,58,15,25.00933355,67.816568,6.5286312660000005,62.91359494,maize
1189,red & yellow,maize,92,60,23,18.66746724,71.516474,5.721667141,69.93293255,maize
1190,red & yellow,maize,79,59,17,20.37999665,63.73849998,6.644205485,108.5054416,maize
1191,red & yellow,maize,91,55,15,18.09300227,72.61024172,6.376651091,78.96159541,maize
1192,red & yellow,maize,76,51,18,26.16985907,71.96246617,6.247040422,79.84925393,maize
1193,red & yellow,maize,87,48,25,18.65396672,61.37879671,6.656730007999999,93.62039175,maize
1194,red & yellow,maize,71,60,22,26.07470121,59.37147589,6.2048017,85.75692395,maize
1195,red & yellow,maize,90,57,24,18.92851916,72.80086137,6.158860284,82.34162918,maize
1196,red & yellow,maize,67,35,22,23.30546753,63.24648023,6.3856842139999985,108.7603001,maize
1197,red & yellow,maize,60,54,19,18.74826712,62.49878458,6.417820493,70.23401597,maize
1198,red & yellow,maize,83,58,23,19.74213321,59.66263104,6.381201909,65.50861389,maize
1199,red & yellow,maize,83,57,19,25.73044432,70.74739256,6.877869005,98.73771338,maize
1200,arid,maize,71,54,16,22.61359953,63.69070564,5.7499144210000015,87.75953857,maize
1201,arid,maize,61,44,17,26.10018422,71.57476937,6.931756557999999,102.2662445,maize
1202,arid,maize,80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,maize
1203,arid,maize,73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,maize
1204,arid,maize,61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,maize
1205,arid,maize,68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,maize
1206,arid,maize,93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,maize
1207,arid,maize,89,60,19,25.19192419,66.69029010000001,5.913664501,78.06639649,maize
1208,arid,maize,76,44,17,20.41683147,62.55424820000001,5.855442401,65.27798457,maize
1209,arid,maize,67,60,25,24.92162194,66.78627406,5.750254943,109.2162279,maize
1210,arid,maize,70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,maize
1211,arid,maize,90,49,21,24.84016732,68.3584573,6.4725232870000005,74.05474936,maize
1212,arid,maize,62,52,16,22.27526694,58.84015925,6.9670577620000005,63.87020584,maize
1213,arid,maize,92,44,16,18.87751445,65.76816093,6.082973754,94.76189431,maize
1214,arid,maize,66,54,21,25.19008683,60.200168700000006,5.919045532,72.12375573,maize
1215,arid,maize,63,58,22,18.25405352,55.28220433,6.204747652999999,63.72358154,maize
1216,arid,maize,70,47,17,24.612911800000006,70.4162444,6.600827017,104.1626147,maize
1217,arid,maize,61,41,17,25.1420613,65.26185135,6.021902237000001,76.68456006,maize
1218,arid,maize,66,53,19,23.09348056,60.11593810000001,6.033550195,65.49730729,maize
1219,arid,maize,74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,maize
1220,arid,maize,77,57,21,24.9321581,73.80435276,6.550563822999999,79.74078719,maize
1221,arid,maize,99,50,15,18.14710054,71.09445342,5.573286437,88.07753741,maize
1222,arid,maize,74,56,22,18.28362235,66.65952796,6.829199275,80.97573281,maize
1223,arid,maize,83,45,21,18.83344471,58.75082029,5.716222912,79.75328959999999,maize
1224,arid,maize,100,48,16,25.71895816,67.22190688,5.54990242,74.51490791,maize
1225,arid,maize,79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,maize
1226,arid,maize,94,39,18,23.89114571,57.48775781,5.893093135,102.8301942,maize
1227,arid,maize,75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,maize
1228,arid,maize,78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,maize
1229,arid,maize,87,54,20,25.61707368,63.4711755,6.576418207000001,108.8303762,maize
1230,arid,maize,87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,maize
1231,arid,maize,63,43,19,18.51816776,55.53128131,6.641906353,90.988051,maize
1232,arid,maize,84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,maize
1233,arid,maize,64,35,23,23.02038334,61.89472002,5.680361037999999,63.03843397,maize
1234,arid,maize,60,46,22,24.89364635,65.61418761,6.625404347999999,87.9298085,maize
1235,arid,maize,98,44,21,25.77175115,74.089114,6.524478032,107.4931917,maize
1236,arid,maize,75,56,18,19.39851734,62.35750641,5.696205468,60.95197486,maize
1237,arid,maize,86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,maize
1238,arid,maize,98,35,18,23.79746068,74.82913698,6.252797547999999,91.76337172,maize
1239,arid,maize,76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,maize
1240,arid,maize,99,56,17,24.10859207,73.13112261,6.234330356,71.07562236,maize
1241,arid,maize,60,44,23,24.7947077,70.04556743,5.722579819,76.72860067,maize
1242,arid,maize,74,48,17,21.63162756,60.27766379,6.430616465,69.21803098,maize
1243,arid,maize,89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,maize
1244,arid,maize,69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,maize
1245,arid,maize,96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,maize
1246,arid,maize,61,60,15,24.87502824,68.74248334,6.265564338,91.26056654,maize
1247,arid,maize,74,58,18,20.03728219,56.35606753,6.727303282,109.024141,maize
1248,arid,maize,74,43,23,25.95263264,61.89082199,6.325235159,99.57981207,maize
1249,arid,maize,63,43,17,19.28889933,65.47050802,6.807487794,71.3195307,maize
1250,arid,maize,99,36,20,20.57981887,65.34583901,6.671085817000001,78.34604471,maize
1251,arid,maize,77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,maize
1252,arid,maize,87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,maize
1253,arid,maize,60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,maize
1254,arid,maize,94,54,17,23.39128187,61.74427165,5.871647806,107.3198135,maize
1255,arid,maize,95,38,22,19.84939404,61.24500053,5.730617109,100.7689246,maize
1256,arid,maize,84,44,21,21.869274,61.91044947,5.850439831,107.2681929,maize
1257,arid,maize,77,58,19,22.8056033,56.50768935,5.791649933,101.5952794,maize
1258,arid,maize,66,44,20,19.0781471,69.02298571,6.740000687999999,80.72515943,maize
1259,arid,maize,63,35,16,22.02720976,65.35549924,6.272417541,83.73280082,maize
1260,arid,maize,79,45,20,23.80546189,59.24537979,5.715208817000001,89.96220140000001,maize
1261,arid,maize,72,60,25,18.52510753,69.0276233,5.773454729,88.10234397,maize
1262,arid,maize,67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,maize
1263,arid,maize,86,36,24,26.54986394,72.89187265,5.787268394,73.33636055,maize
1264,arid,maize,76,48,18,19.29563411,69.63481219,5.77597783,83.21030571,maize
1265,arid,maize,75,53,18,20.68899915,59.4375337,6.864793607,103.651438,maize
1266,arid,maize,81,45,23,19.32666088,68.03449300000001,6.192360002999999,84.22969177,maize
1267,arid,maize,73,45,21,24.60532218,73.58868502,6.636803222999999,96.59195302,maize
1268,arid,maize,71,35,24,22.27373646,59.52193158,5.826426917,67.96704792,maize
1269,arid,maize,96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,maize
1270,arid,maize,99,39,18,19.20129357,68.30578978,6.11275104,87.85092352,maize
1271,arid,maize,62,48,20,21.70181447,60.47470519,6.708446922,95.71388473,maize
1272,arid,maize,86,37,16,20.51716779,59.21235483,5.561510732,67.61013737,maize
1273,arid,maize,94,50,19,23.30355338,73.62548442,5.873242491,97.59081274,maize
1274,arid,maize,76,39,24,24.2547451,55.64709899,6.995843776,64.23845455,maize
1275,arid,maize,77,52,17,24.86374934,65.7420046,5.714799723,75.82270467,maize
1276,arid,maize,74,39,23,22.6265115,65.77472881,6.78073637,88.17251033,maize
1277,arid,maize,81,49,20,18.04185513,60.61494304,5.513697923,104.2321615,maize
1278,arid,maize,63,42,21,23.26237612,72.33125523,5.798423907999999,67.10225139,maize
1279,arid,maize,99,38,21,22.88330922,71.59722446,6.352471866,67.72777298,maize
1280,arid,maize,90,52,25,25.97482359,69.36385721,6.822586546,103.2234212,maize
1281,arid,maize,68,40,19,26.14384005,66.20569924,6.655426355,107.2361366,maize
1282,arid,maize,60,57,24,18.66116213,61.55327249,6.1212940410000005,75.03247667,maize
1283,arid,maize,71,52,18,25.10787449,55.97732754,5.790770202999999,78.16077693,maize
1284,arid,maize,61,59,17,23.33844615,59.24580604,6.47444292,105.0083144,maize
1285,arid,maize,88,38,15,25.08239719,65.92195844,6.455116637000001,62.49190812,maize
1286,arid,maize,65,60,22,25.36768364,72.52054555,6.6069840860000015,107.9124111,maize
1287,arid,maize,78,37,22,25.34217103,63.31801994,6.330554389,74.52082026,maize
1288,arid,maize,78,58,15,25.00933355,67.816568,6.5286312660000005,62.91359494,maize
1289,arid,maize,92,60,23,18.66746724,71.516474,5.721667141,69.93293255,maize
1290,arid,maize,79,59,17,20.37999665,63.73849998,6.644205485,108.5054416,maize
1291,arid,maize,91,55,15,18.09300227,72.61024172,6.376651091,78.96159541,maize
1292,arid,maize,76,51,18,26.16985907,71.96246617,6.247040422,79.84925393,maize
1293,arid,maize,87,48,25,18.65396672,61.37879671,6.656730007999999,93.62039175,maize
1294,arid,maize,71,60,22,26.07470121,59.37147589,6.2048017,85.75692395,maize
1295,arid,maize,90,57,24,18.92851916,72.80086137,6.158860284,82.34162918,maize
1296,arid,maize,67,35,22,23.30546753,63.24648023,6.3856842139999985,108.7603001,maize
1297,arid,maize,60,54,19,18.74826712,62.49878458,6.417820493,70.23401597,maize
1298,arid,maize,83,58,23,19.74213321,59.66263104,6.381201909,65.50861389,maize
1299,arid,maize,83,57,19,25.73044432,70.74739256,6.877869005,98.73771338,maize
1300,alluvial,jute,89,47,38,25.52468965,72.24850829,6.002524871,151.8869972,jute
1301,alluvial,jute,60,37,39,26.59104992,82.94164078,6.033485257000001,161.2469997,jute
1302,alluvial,jute,63,41,45,25.29781791,86.88705350000002,7.1219335789999985,196.6249511,jute
1303,alluvial,jute,86,40,39,25.72100868,88.16513579,6.207459637,175.60866969999995,jute
1304,alluvial,jute,96,41,40,23.58419277,72.00460848,6.090060478,190.4242157,jute
1305,alluvial,jute,100,35,36,25.31042337,72.01364411,6.346715209,190.5577618,jute
1306,alluvial,jute,63,37,43,23.41798979,85.08640476,6.661957897000001,185.7446728,jute
1307,alluvial,jute,70,43,40,24.35564134,88.80391021,6.176860192,169.11680280000004,jute
1308,alluvial,jute,67,55,44,26.284017,75.14640198,7.251847296,182.2685447,jute
1309,alluvial,jute,74,40,40,25.13842773,83.12053888,6.386259977999999,169.33884650000005,jute
1310,alluvial,jute,89,53,44,24.88692811,71.91711523,7.319735475,150.2498675,jute
1311,alluvial,jute,74,46,45,25.75734909,88.36668522,6.025028997000001,189.4263485,jute
1312,alluvial,jute,89,41,38,23.12844351,74.68322732,6.344751947000001,199.83629130000003,jute
1313,alluvial,jute,60,55,40,24.9949957,88.95692783,7.02777956,151.4935635,jute
1314,alluvial,jute,67,43,38,25.21622704,70.88259632,7.299304715,195.8645552,jute
1315,alluvial,jute,70,38,35,24.39736241,79.26861738,7.014063944,164.2697011,jute
1316,alluvial,jute,74,49,38,23.31410442,71.4509053,7.4880144039999985,164.49703730000004,jute
1317,alluvial,jute,90,40,39,25.72668885,81.86171563,6.626503893,191.9649389,jute
1318,alluvial,jute,82,35,44,26.96656378,78.21047693,6.239011,169.8391177,jute
1319,alluvial,jute,73,45,37,23.70467146,74.63745355,6.742688094,181.2783964,jute
1320,alluvial,jute,85,53,38,24.90075709,73.84186449,6.588017308,153.8990984,jute
1321,alluvial,jute,81,56,36,23.39605743,72.60512854,7.097586415,174.78764109999997,jute
1322,alluvial,jute,84,55,38,26.8748389,79.78725152,6.956682742999999,173.1017097,jute
1323,alluvial,jute,80,45,42,23.1426498,74.99739774,7.380396262,151.9035477,jute
1324,alluvial,jute,76,54,45,24.29496635,77.62976013,6.176618831,184.9800516,jute
1325,alluvial,jute,76,56,39,24.39459498,89.89106506,6.551130445,197.1220049,jute
1326,alluvial,jute,81,40,45,25.7629429,80.76238215,6.427726565,174.5071843,jute
1327,alluvial,jute,76,44,45,25.4879684,84.48235878,6.740947635,168.7848886,jute
1328,alluvial,jute,69,47,40,25.37122686,76.2403666,6.130136384,183.8270791,jute
1329,alluvial,jute,82,40,45,26.21312799,81.70476368,6.667633355,180.1237765,jute
1330,alluvial,jute,69,57,35,24.30748599,78.54340987,6.1868143920000005,186.2337571,jute
1331,alluvial,jute,81,36,38,23.76554749,87.98329901,6.334837865,150.31661519999997,jute
1332,alluvial,jute,67,60,38,24.79853023,78.53037059,7.16214284,162.2847429,jute
1333,alluvial,jute,72,51,40,23.20683504,74.09956958,7.422318499,199.4766779,jute
1334,alluvial,jute,65,39,45,23.66805429,70.89000744,6.768001309,184.4633281,jute
1335,alluvial,jute,78,50,43,25.12417673,85.72530641,6.348441469,159.5718087,jute
1336,alluvial,jute,77,52,41,23.89069041,83.46409075,6.097294061,167.72306319999996,jute
1337,alluvial,jute,89,52,42,23.09433785,81.45139295,6.14132902,196.6587013,jute
1338,alluvial,jute,62,49,37,24.21744605,82.85284045,7.479248124,166.13658859999995,jute
1339,alluvial,jute,90,48,45,24.06475727,71.31342851,6.5091747889999985,153.63902119999997,jute
1340,alluvial,jute,66,47,36,24.85441411,74.44070479999998,6.57256106,175.572958,jute
1341,alluvial,jute,80,52,39,26.41915161,76.85691248,7.165696848,197.2101782,jute
1342,alluvial,jute,89,52,45,24.89326318,77.01222585,7.207457207999999,196.469984,jute
1343,alluvial,jute,77,51,44,23.25583402,82.7015932,7.124333547000001,166.2160846,jute
1344,alluvial,jute,94,37,41,24.7634518,87.06071115,6.4635387070000005,179.1630865,jute
1345,alluvial,jute,75,41,35,24.97042599,78.62697699,6.856833064,166.6415254,jute
